transaction_id,date,month,product,category,unit_price_rwf,quantity,line_total_rwf,region,client_name,client_type
TXN-01610,2025-06-06,2025-06,Metformin 500mg,Diabetes Care,1300,40,52000,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-01611,2025-06-06,2025-06,Metformin 500mg,Diabetes Care,1300,37,48100,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-01612,2025-06-07,2025-06,Insulin Glargine Pen,Diabetes Care,9500,6,57000,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01613,2025-06-07,2025-06,Amodiaquine + Artesunate 25mg,Antimalarials,1800,14,25200,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-01614,2025-06-07,2025-06,Losartan 50mg,Antihypertensives,2100,12,25200,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01615,2025-06-07,2025-06,Prenatal Vitamins,Maternal & Child Health,2800,8,22400,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01616,2025-06-07,2025-06,Antihistamine Tablets,Cold & Flu,800,39,31200,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01617,2025-06-07,2025-06,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,11,35200,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01618,2025-06-07,2025-06,Paracetamol 500mg,Analgesics & Pain Relief,500,62,31000,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01619,2025-06-07,2025-06,Metformin 500mg,Diabetes Care,1300,23,29900,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01620,2025-06-07,2025-06,Coartem 20/120mg,Antimalarials,2200,12,26400,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-01621,2025-06-07,2025-06,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,29,31900,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-01622,2025-06-07,2025-06,Antihistamine Tablets,Cold & Flu,800,38,30400,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01623,2025-06-07,2025-06,Surgical Gloves (box of 100),Medical Supplies,4500,7,31500,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01624,2025-06-07,2025-06,Metformin 500mg,Diabetes Care,1300,21,27300,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01625,2025-06-08,2025-06,Vitamin C 1000mg,Vitamins & Supplements,1900,23,43700,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01626,2025-06-08,2025-06,Prenatal Vitamins,Maternal & Child Health,2800,16,44800,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01627,2025-06-08,2025-06,Disposable Syringes (box of 50),Medical Supplies,6200,4,24800,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-01628,2025-06-08,2025-06,Metronidazole 400mg,Antibiotics,900,43,38700,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-01629,2025-06-08,2025-06,Disposable Syringes (box of 50),Medical Supplies,6200,9,55800,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01630,2025-06-08,2025-06,Losartan 50mg,Antihypertensives,2100,16,33600,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01631,2025-06-08,2025-06,Antihistamine Tablets,Cold & Flu,800,47,37600,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-01632,2025-06-08,2025-06,Amoxicillin 500mg,Antibiotics,1200,33,39600,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-01633,2025-06-08,2025-06,Metformin 500mg,Diabetes Care,1300,28,36400,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01634,2025-06-09,2025-06,Losartan 50mg,Antihypertensives,2100,13,27300,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01635,2025-06-09,2025-06,Surgical Gloves (box of 100),Medical Supplies,4500,9,40500,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01636,2025-06-09,2025-06,Metformin 500mg,Diabetes Care,1300,26,33800,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01637,2025-06-09,2025-06,Cough Syrup 100ml,Cold & Flu,1400,25,35000,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-01638,2025-06-09,2025-06,Insulin Glargine Pen,Diabetes Care,9500,1,9500,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01639,2025-06-09,2025-06,Digital Thermometer,Medical Supplies,5800,4,23200,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01640,2025-06-09,2025-06,Losartan 50mg,Antihypertensives,2100,17,35700,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-01641,2025-06-09,2025-06,Oral Rehydration Salts,Maternal & Child Health,600,53,31800,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01642,2025-06-09,2025-06,Cough Syrup 100ml,Cold & Flu,1400,22,30800,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01643,2025-06-09,2025-06,Ciprofloxacin 500mg,Antibiotics,1600,18,28800,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-01644,2025-06-09,2025-06,Surgical Gloves (box of 100),Medical Supplies,4500,9,40500,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-01645,2025-06-10,2025-06,Amlodipine 5mg,Antihypertensives,1700,23,39100,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-01646,2025-06-10,2025-06,Disposable Syringes (box of 50),Medical Supplies,6200,5,31000,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01647,2025-06-10,2025-06,Amlodipine 5mg,Antihypertensives,1700,22,37400,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01648,2025-06-10,2025-06,Metformin 500mg,Diabetes Care,1300,27,35100,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-01649,2025-06-10,2025-06,Losartan 50mg,Antihypertensives,2100,19,39900,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01650,2025-06-10,2025-06,Digital Thermometer,Medical Supplies,5800,8,46400,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01651,2025-06-10,2025-06,Disposable Syringes (box of 50),Medical Supplies,6200,8,49600,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01652,2025-06-10,2025-06,Disposable Syringes (box of 50),Medical Supplies,6200,9,55800,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01653,2025-06-10,2025-06,Hydrocortisone Cream 15g,Dermatology,2300,15,34500,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-01654,2025-06-10,2025-06,Paracetamol 500mg,Analgesics & Pain Relief,500,75,37500,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01655,2025-06-10,2025-06,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,14,44800,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01656,2025-06-11,2025-06,Hydrocortisone Cream 15g,Dermatology,2300,24,55200,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01657,2025-06-11,2025-06,Prenatal Vitamins,Maternal & Child Health,2800,24,67200,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01658,2025-06-11,2025-06,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,55,60500,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01659,2025-06-11,2025-06,Vitamin C 1000mg,Vitamins & Supplements,1900,32,60800,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-01660,2025-06-11,2025-06,Cough Syrup 100ml,Cold & Flu,1400,43,60200,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01661,2025-06-11,2025-06,Disposable Syringes (box of 50),Medical Supplies,6200,10,62000,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01662,2025-06-11,2025-06,Digital Thermometer,Medical Supplies,5800,12,69600,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01663,2025-06-11,2025-06,Losartan 50mg,Antihypertensives,2100,25,52500,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01664,2025-06-12,2025-06,Ciprofloxacin 500mg,Antibiotics,1600,29,46400,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01665,2025-06-12,2025-06,Coartem 20/120mg,Antimalarials,2200,21,46200,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01666,2025-06-12,2025-06,Metronidazole 400mg,Antibiotics,900,55,49500,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01667,2025-06-12,2025-06,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,19,47500,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-01668,2025-06-12,2025-06,Disposable Syringes (box of 50),Medical Supplies,6200,8,49600,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-01669,2025-06-12,2025-06,Prenatal Vitamins,Maternal & Child Health,2800,16,44800,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01670,2025-06-12,2025-06,Metformin 500mg,Diabetes Care,1300,36,46800,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-01671,2025-06-13,2025-06,Digital Thermometer,Medical Supplies,5800,9,52200,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01672,2025-06-13,2025-06,Amlodipine 5mg,Antihypertensives,1700,18,30600,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01673,2025-06-13,2025-06,Disposable Syringes (box of 50),Medical Supplies,6200,5,31000,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01674,2025-06-13,2025-06,Surgical Gloves (box of 100),Medical Supplies,4500,5,22500,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-01675,2025-06-13,2025-06,Amlodipine 5mg,Antihypertensives,1700,20,34000,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01676,2025-06-13,2025-06,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,31,34100,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-01677,2025-06-13,2025-06,Amodiaquine + Artesunate 25mg,Antimalarials,1800,21,37800,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01678,2025-06-13,2025-06,Paracetamol 500mg,Analgesics & Pain Relief,500,66,33000,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-01679,2025-06-13,2025-06,Ibuprofen 400mg,Analgesics & Pain Relief,700,49,34300,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01680,2025-06-13,2025-06,Disposable Syringes (box of 50),Medical Supplies,6200,8,49600,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01681,2025-06-13,2025-06,Cough Syrup 100ml,Cold & Flu,1400,25,35000,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01682,2025-06-13,2025-06,Antihistamine Tablets,Cold & Flu,800,39,31200,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01683,2025-06-13,2025-06,Paracetamol 500mg,Analgesics & Pain Relief,500,64,32000,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-01684,2025-06-13,2025-06,Metronidazole 400mg,Antibiotics,900,39,35100,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01685,2025-06-14,2025-06,Digital Thermometer,Medical Supplies,5800,12,69600,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01686,2025-06-14,2025-06,Amlodipine 5mg,Antihypertensives,1700,32,54400,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-01687,2025-06-14,2025-06,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,25,62500,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01688,2025-06-14,2025-06,Ciprofloxacin 500mg,Antibiotics,1600,35,56000,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-01689,2025-06-14,2025-06,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,21,52500,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01690,2025-06-14,2025-06,Metformin 500mg,Diabetes Care,1300,47,61100,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-01691,2025-06-14,2025-06,Coartem 20/120mg,Antimalarials,2200,25,55000,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01692,2025-06-14,2025-06,Antihistamine Tablets,Cold & Flu,800,70,56000,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01693,2025-06-15,2025-06,Cough Syrup 100ml,Cold & Flu,1400,31,43400,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01694,2025-06-15,2025-06,Quinine Sulphate 300mg,Antimalarials,1500,30,45000,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01695,2025-06-15,2025-06,Oral Rehydration Salts,Maternal & Child Health,600,66,39600,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-01696,2025-06-15,2025-06,Oral Rehydration Salts,Maternal & Child Health,600,65,39000,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01697,2025-06-15,2025-06,Metronidazole 400mg,Antibiotics,900,46,41400,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01698,2025-06-15,2025-06,Prenatal Vitamins,Maternal & Child Health,2800,15,42000,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01699,2025-06-15,2025-06,Vitamin C 1000mg,Vitamins & Supplements,1900,20,38000,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-01700,2025-06-15,2025-06,Surgical Gloves (box of 100),Medical Supplies,4500,9,40500,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01701,2025-06-15,2025-06,Vitamin C 1000mg,Vitamins & Supplements,1900,21,39900,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-01702,2025-06-15,2025-06,Antihistamine Tablets,Cold & Flu,800,52,41600,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-01703,2025-06-16,2025-06,Hydrocortisone Cream 15g,Dermatology,2300,12,27600,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01704,2025-06-16,2025-06,Surgical Gloves (box of 100),Medical Supplies,4500,7,31500,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-01705,2025-06-16,2025-06,Ibuprofen 400mg,Analgesics & Pain Relief,700,48,33600,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-01706,2025-06-16,2025-06,Antihistamine Tablets,Cold & Flu,800,38,30400,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-01707,2025-06-16,2025-06,Surgical Gloves (box of 100),Medical Supplies,4500,7,31500,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-01708,2025-06-16,2025-06,Amoxicillin 500mg,Antibiotics,1200,27,32400,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01709,2025-06-16,2025-06,Prenatal Vitamins,Maternal & Child Health,2800,14,39200,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01710,2025-06-16,2025-06,Amodiaquine + Artesunate 25mg,Antimalarials,1800,20,36000,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01711,2025-06-16,2025-06,Oral Rehydration Salts,Maternal & Child Health,600,55,33000,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-01712,2025-06-16,2025-06,Insulin Glargine Pen,Diabetes Care,9500,1,9500,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01713,2025-06-16,2025-06,Hydrocortisone Cream 15g,Dermatology,2300,13,29900,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01714,2025-06-16,2025-06,Oral Rehydration Salts,Maternal & Child Health,600,51,30600,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01715,2025-06-16,2025-06,Metronidazole 400mg,Antibiotics,900,37,33300,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01716,2025-06-16,2025-06,Amodiaquine + Artesunate 25mg,Antimalarials,1800,21,37800,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01717,2025-06-17,2025-06,Paracetamol 500mg,Analgesics & Pain Relief,500,97,48500,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-01718,2025-06-17,2025-06,Amoxicillin 500mg,Antibiotics,1200,38,45600,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01719,2025-06-17,2025-06,Disposable Syringes (box of 50),Medical Supplies,6200,11,68200,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-01720,2025-06-17,2025-06,Hydrocortisone Cream 15g,Dermatology,2300,18,41400,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01721,2025-06-17,2025-06,Surgical Gloves (box of 100),Medical Supplies,4500,9,40500,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-01722,2025-06-17,2025-06,Metformin 500mg,Diabetes Care,1300,39,50700,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01723,2025-06-17,2025-06,Coartem 20/120mg,Antimalarials,2200,19,41800,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01724,2025-06-17,2025-06,Coartem 20/120mg,Antimalarials,2200,20,44000,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01725,2025-06-17,2025-06,Prenatal Vitamins,Maternal & Child Health,2800,15,42000,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-01726,2025-06-18,2025-06,Losartan 50mg,Antihypertensives,2100,25,52500,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-01727,2025-06-18,2025-06,Hydrocortisone Cream 15g,Dermatology,2300,23,52900,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-01728,2025-06-18,2025-06,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,44,48400,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-01729,2025-06-18,2025-06,Surgical Gloves (box of 100),Medical Supplies,4500,9,40500,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01730,2025-06-18,2025-06,Amodiaquine + Artesunate 25mg,Antimalarials,1800,31,55800,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01731,2025-06-18,2025-06,Antihistamine Tablets,Cold & Flu,800,61,48800,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01732,2025-06-18,2025-06,Cough Syrup 100ml,Cold & Flu,1400,34,47600,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01733,2025-06-18,2025-06,Quinine Sulphate 300mg,Antimalarials,1500,34,51000,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01734,2025-06-18,2025-06,Amoxicillin 500mg,Antibiotics,1200,42,50400,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01735,2025-06-19,2025-06,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,14,44800,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-01736,2025-06-19,2025-06,Amlodipine 5mg,Antihypertensives,1700,27,45900,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-01737,2025-06-19,2025-06,Insulin Glargine Pen,Diabetes Care,9500,3,28500,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01738,2025-06-19,2025-06,Ibuprofen 400mg,Analgesics & Pain Relief,700,58,40600,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01739,2025-06-19,2025-06,Amlodipine 5mg,Antihypertensives,1700,26,44200,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01740,2025-06-19,2025-06,Hydrocortisone Cream 15g,Dermatology,2300,17,39100,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01741,2025-06-19,2025-06,Surgical Gloves (box of 100),Medical Supplies,4500,12,54000,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01742,2025-06-19,2025-06,Vitamin C 1000mg,Vitamins & Supplements,1900,20,38000,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01743,2025-06-19,2025-06,Prenatal Vitamins,Maternal & Child Health,2800,14,39200,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01744,2025-06-19,2025-06,Coartem 20/120mg,Antimalarials,2200,17,37400,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-01745,2025-06-20,2025-06,Quinine Sulphate 300mg,Antimalarials,1500,23,34500,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-01746,2025-06-20,2025-06,Digital Thermometer,Medical Supplies,5800,9,52200,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01747,2025-06-20,2025-06,Vitamin C 1000mg,Vitamins & Supplements,1900,17,32300,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-01748,2025-06-20,2025-06,Hydrocortisone Cream 15g,Dermatology,2300,17,39100,Kigali - Kicukiro,Kicukiro Retail Pharmacy,Retail Pharmacy
TXN-01749,2025-06-20,2025-06,Metronidazole 400mg,Antibiotics,900,37,33300,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-01750,2025-06-20,2025-06,Antihistamine Tablets,Cold & Flu,800,42,33600,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-01751,2025-06-20,2025-06,Amoxicillin 500mg,Antibiotics,1200,27,32400,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01752,2025-06-20,2025-06,Cough Syrup 100ml,Cold & Flu,1400,22,30800,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01753,2025-06-20,2025-06,Metformin 500mg,Diabetes Care,1300,29,37700,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01754,2025-06-20,2025-06,Quinine Sulphate 300mg,Antimalarials,1500,23,34500,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01755,2025-06-20,2025-06,Quinine Sulphate 300mg,Antimalarials,1500,23,34500,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01756,2025-06-20,2025-06,Paracetamol 500mg,Analgesics & Pain Relief,500,71,35500,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-01757,2025-06-21,2025-06,Vitamin C 1000mg,Vitamins & Supplements,1900,18,34200,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01758,2025-06-21,2025-06,Hydrocortisone Cream 15g,Dermatology,2300,14,32200,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01759,2025-06-21,2025-06,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,13,41600,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01760,2025-06-21,2025-06,Paracetamol 500mg,Analgesics & Pain Relief,500,70,35000,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-01761,2025-06-21,2025-06,Metformin 500mg,Diabetes Care,1300,27,35100,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-01762,2025-06-21,2025-06,Surgical Gloves (box of 100),Medical Supplies,4500,8,36000,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01763,2025-06-21,2025-06,Cough Syrup 100ml,Cold & Flu,1400,24,33600,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-01764,2025-06-21,2025-06,Cough Syrup 100ml,Cold & Flu,1400,25,35000,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01765,2025-06-21,2025-06,Losartan 50mg,Antihypertensives,2100,16,33600,Kigali - Gasabo,Gasabo District Hospital,District Hospital
TXN-01766,2025-06-21,2025-06,Ferrous Sulphate + Folic Acid,Vitamins & Supplements,1100,31,34100,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-01767,2025-06-21,2025-06,Disposable Syringes (box of 50),Medical Supplies,6200,9,55800,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01768,2025-06-21,2025-06,Losartan 50mg,Antihypertensives,2100,17,35700,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01769,2025-06-21,2025-06,Ciprofloxacin 500mg,Antibiotics,1600,25,40000,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01770,2025-06-22,2025-06,Metformin 500mg,Diabetes Care,1300,32,41600,Western Province - Rubavu,Rubavu Lakeside Pharmacy,District Hospital
TXN-01771,2025-06-22,2025-06,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,14,44800,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01772,2025-06-22,2025-06,Amoxicillin 500mg,Antibiotics,1200,33,39600,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01773,2025-06-22,2025-06,Antihistamine Tablets,Cold & Flu,800,49,39200,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01774,2025-06-22,2025-06,Ciprofloxacin 500mg,Antibiotics,1600,28,44800,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-01775,2025-06-22,2025-06,Diclofenac Gel 50g,Analgesics & Pain Relief,2500,19,47500,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01776,2025-06-22,2025-06,Quinine Sulphate 300mg,Antimalarials,1500,30,45000,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01777,2025-06-22,2025-06,Amodiaquine + Artesunate 25mg,Antimalarials,1800,25,45000,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01778,2025-06-22,2025-06,Amodiaquine + Artesunate 25mg,Antimalarials,1800,25,45000,Kigali - Kicukiro,Butare Polyclinic,Wholesale Distributor
TXN-01779,2025-06-22,2025-06,Amlodipine 5mg,Antihypertensives,1700,26,44200,Southern Province - Huye,Huye Community Clinic,Private Clinic
TXN-01780,2025-06-22,2025-06,Coartem 20/120mg,Antimalarials,2200,21,46200,Northern Province - Musanze,Musanze District Hospital,Wholesale Distributor
TXN-01781,2025-06-23,2025-06,Prenatal Vitamins,Maternal & Child Health,2800,13,36400,Southern Province - Huye,Gisenyi Health Post,District Hospital
TXN-01782,2025-06-23,2025-06,Ciprofloxacin 500mg,Antibiotics,1600,20,32000,Eastern Province - Rwamagana,Rwamagana Health Center,Health Center
TXN-01783,2025-06-23,2025-06,Ibuprofen 400mg,Analgesics & Pain Relief,700,48,33600,Northern Province - Musanze,Kayonza District Hospital,Health Center
TXN-01784,2025-06-23,2025-06,Multivitamin Syrup 100ml,Vitamins & Supplements,3200,9,28800,Kigali - Gasabo,Kigali Wholesale Medical Supplies,Retail Pharmacy
TXN-01785,2025-06-23,2025-06,Oral Rehydration Salts,Maternal & Child Health,600,56,33600,Kigali - Nyarugenge,Nyarugenge Health Center,Health Center
TXN-01786,2025-06-23,2025-06,Amlodipine 5mg,Antihypertensives,1700,19,32300,Kigali - Nyarugenge,Remera Family Pharmacy,Private Clinic
TXN-01787,2025-06-23,2025-06,Amodiaquine + Artesunate 25mg,Antimalarials,1800,21,37800,Southern Province - Huye,Huye Community Clinic,Private Clinic
